Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
IMG  (139).jpg,blast,6.00949494949495,118.05519844913783,125.36676767676768,134.94357718600145,0.6267690029135523,0.5500239906844782,0.6266844896981512,0.542197339157403,1.2234343434343438,3.532394653606775,3.437474747474748,3.7665544332211,4.333800385729882,4.551627910413594,4.382277678399831,4.572521551601453,0.03062952249770432,0.02476182989766947,0.03258230282624222,0.024128905136718195,0.17501292094501,0.15735892061675266,0.1805056864097146,0.15533481624129922,0.9965486596788486,0.9327925779700503,0.9286115277786097,0.923178745493541
IMG  (140).jpg,blast,125.36676767676768,134.94357718600145,6.00949494949495,118.05519844913783,0.6266844896981512,0.542197339157403,0.6267690029135523,0.5500239906844782,3.437474747474748,3.7665544332211,1.2234343434343438,3.532394653606775,4.382277678399831,4.572521551601453,4.333800385729882,4.551627910413594,0.03258230282624222,0.024128905136718195,0.03062952249770432,0.02476182989766947,0.1805056864097146,0.15533481624129922,0.17501292094501,0.15735892061675266,0.9286115277786097,0.923178745493541,0.9965486596788486,0.9327925779700503
IMG  (141).jpg,blast,27.633434343434345,62.78747066625854,105.82727272727273,150.68227731864096,0.6179462739258289,0.5583573525486698,0.6507569852176526,0.5540875033609077,1.732222222222222,2.5940210182634424,2.896161616161616,3.6703397612488526,5.162345036050523,5.322596355984303,5.10875906001097,5.36291234431053,0.014577742067136006,0.012000544328723581,0.016351489643913888,0.011968553773193377,0.12073832062413327,0.10954699598219744,0.12787294336142377,0.10940088561430103,0.9844805383357628,0.9650416233146993,0.9411834281668363,0.9161047250015741
IMG  (142).jpg,blast,105.82727272727273,150.68227731864096,27.633434343434345,62.78747066625854,0.6507569852176526,0.5540875033609077,0.6179462739258289,0.5583573525486698,2.896161616161616,3.6703397612488526,1.732222222222222,2.5940210182634424,5.10875906001097,5.36291234431053,5.162345036050523,5.322596355984303,0.016351489643913888,0.011968553773193377,0.014577742067136006,0.012000544328723581,0.12787294336142377,0.10940088561430103,0.12073832062413327,0.10954699598219744,0.9411834281668363,0.9161047250015741,0.9844805383357628,0.9650416233146993
IMG  (143).jpg,blast,74.39959595959596,74.91235588205285,180.97464646464647,292.9355167840016,0.6495940485719377,0.614540747274973,0.657575910946633,0.5934681969530848,2.2595959595959596,2.4495459646974798,3.39,4.600652994592388,4.792717435195469,4.896095368210083,4.786615687818207,4.9788873324195375,0.04392647689011326,0.040748347476479735,0.046414166921742675,0.040277665737962,0.20958644252459,0.20186219922630322,0.21543947391725285,0.20069296384766955,0.9736370447358444,0.9736868267341462,0.9366473585694353,0.89710563864622
IMG  (144).jpg,blast,180.97464646464647,292.9355167840016,74.39959595959596,74.91235588205285,0.657575910946633,0.5934681969530848,0.6495940485719377,0.614540747274973,3.39,4.600652994592388,2.2595959595959596,2.4495459646974798,4.786615687818207,4.9788873324195375,4.792717435195469,4.896095368210083,0.046414166921742675,0.040277665737962,0.04392647689011326,0.040748347476479735,0.21543947391725285,0.20069296384766955,0.20958644252459,0.20186219922630322,0.9366473585694353,0.89710563864622,0.9736370447358444,0.9736868267341462
IMG  (145).jpg,blast,226.3426262626263,232.4613814916845,7.536363636363636,221.55422916028974,0.4460353526526809,0.42265613737777524,0.5215704460313532,0.41793121917402537,4.767272727272727,4.896847260483625,1.524242424242424,4.833282318130803,5.713597313871497,5.75513111870715,5.492101510352394,5.74916893872286,0.0070521018263442516,0.006514512797112284,0.008412932353841444,0.006472507625760386,0.08397679337974422,0.08071253184674784,0.09172203853949956,0.0804518963465771,0.9081104526183419,0.905673381317678,0.9969173962105602,0.9100976547068339
IMG  (146).jpg,blast,7.536363636363636,221.55422916028974,226.3426262626263,232.4613814916845,0.5215704460313532,0.41793121917402537,0.4460353526526809,0.42265613737777524,1.524242424242424,4.833282318130803,4.767272727272727,4.896847260483625,5.492101510352394,5.74916893872286,5.713597313871497,5.75513111870715,0.008412932353841444,0.006472507625760386,0.0070521018263442516,0.006514512797112284,0.09172203853949956,0.0804518963465771,0.08397679337974422,0.08071253184674784,0.9969173962105602,0.9100976547068339,0.9081104526183419,0.905673381317678
IMG  (147).jpg,blast,147.94333333333333,30.22599734720947,210.9536363636364,408.67860422405874,0.4660067965095822,0.4408127952666401,0.5262927736694726,0.42940220417562563,3.7344444444444447,2.4445464748495054,4.15909090909091,6.066829915314764,5.7898958817982376,5.811323752243901,5.673346416909682,5.896943430872559,0.007044969901030507,0.006368041233067378,0.008122405876951334,0.006287377770807107,0.0839343189704337,0.07980000772598571,0.09012439113220867,0.07929298689548217,0.960073421222177,0.9918714223103844,0.9431872677887626,0.8900945676415585
IMG  (148).jpg,blast,210.9536363636364,408.67860422405874,147.94333333333333,30.22599734720947,0.5262927736694726,0.42940220417562563,0.4660067965095822,0.4408127952666401,4.15909090909091,6.066829915314764,3.7344444444444447,2.4445464748495054,5.673346416909682,5.896943430872559,5.7898958817982376,5.811323752243901,0.008122405876951334,0.006287377770807107,0.007044969901030507,0.006368041233067378,0.09012439113220867,0.07929298689548217,0.0839343189704337,0.07980000772598571,0.9431872677887626,0.8900945676415585,0.960073421222177,0.9918714223103844
IMG  (149).jpg,blast,128.42373737373737,20.280379553106826,186.51353535353533,432.7557392102847,0.44769387768024865,0.4266136403803261,0.4812347056379854,0.4050253607956372,3.586969696969697,2.237934904601571,3.975959595959596,6.108254259769412,5.404842892429606,5.406342738823954,5.341671392058116,5.514638356164566,0.009163452708907255,0.008578673983873825,0.010033532292623203,0.008303787353853365,0.0957259249571779,0.09262113141110848,0.10016752114644349,0.09112511922545487,0.9624963309546851,0.994098789175274,0.9455714754105401,0.8740775360724178
IMG  (150).jpg,blast,186.51353535353533,432.7557392102847,128.42373737373737,20.280379553106826,0.4812347056379854,0.4050253607956372,0.44769387768024865,0.4266136403803261,3.975959595959596,6.108254259769412,3.586969696969697,2.237934904601571,5.341671392058116,5.514638356164566,5.404842892429606,5.406342738823954,0.010033532292623203,0.008303787353853365,0.009163452708907255,0.008578673983873825,0.10016752114644349,0.09112511922545487,0.0957259249571779,0.09262113141110848,0.9455714754105401,0.8740775360724178,0.9624963309546851,0.994098789175274
IMG  (151).jpg,blast,193.44505050505055,10.203958779716357,228.84676767676766,562.0059177634935,0.5394896028965894,0.513112210222979,0.5851078982991891,0.48521021424193467,3.9545454545454555,1.67870625446383,4.1346464646464645,6.998265483113966,5.234059382133571,5.236359179281895,5.149273746812053,5.373816530770806,0.015468753188450165,0.013223430940547004,0.017638618508315478,0.012981987089452925,0.12437344245637878,0.11499317780001997,0.13281046083918044,0.11393852328976765,0.936700213602596,0.9966799557764199,0.9252731077609745,0.817048870657771
IMG  (152).jpg,blast,228.84676767676766,562.0059177634935,193.44505050505055,10.203958779716357,0.5851078982991891,0.48521021424193467,0.5394896028965894,0.513112210222979,4.1346464646464645,6.998265483113966,3.9545454545454555,1.67870625446383,5.149273746812053,5.373816530770806,5.234059382133571,5.236359179281895,0.017638618508315478,0.012981987089452925,0.015468753188450165,0.013223430940547004,0.13281046083918044,0.11393852328976765,0.12437344245637878,0.11499317780001997,0.9252731077609745,0.817048870657771,0.936700213602596,0.9966799557764199
IMG  (153).jpg,blast,259.03777777777776,451.73635343332313,107.11999999999999,84.72125293337413,0.6434835320822176,0.5489369821758056,0.6043361495705977,0.5513096828545351,4.088686868686869,5.848382818079788,2.82989898989899,2.797163554739312,5.480375008580431,5.728815200870477,5.55273789521568,5.68479595855295,0.012835669829609226,0.009838438741797398,0.011718799102132436,0.009794184966477219,0.11329461518364069,0.09918890432804164,0.1082534022658523,0.09896557465339763,0.9248102494176538,0.8688944252804602,0.968654664414373,0.9754118136645458
IMG  (154).jpg,blast,107.11999999999999,84.72125293337413,259.03777777777776,451.73635343332313,0.6043361495705977,0.5513096828545351,0.6434835320822176,0.5489369821758056,2.82989898989899,2.797163554739312,4.088686868686869,5.848382818079788,5.55273789521568,5.68479595855295,5.480375008580431,5.728815200870477,0.011718799102132436,0.009794184966477219,0.012835669829609226,0.009838438741797398,0.1082534022658523,0.09896557465339763,0.11329461518364069,0.09918890432804164,0.968654664414373,0.9754118136645458,0.9248102494176538,0.8688944252804602
IMG  (155).jpg,blast,162.15454545454546,412.96010611162126,178.9481818181818,9.937863483318027,0.651882960675698,0.5449051226609564,0.5803290598647853,0.5480265363210627,3.1418181818181816,5.455769819406183,3.45,1.5034180185695338,5.3600096106132655,5.65124238217902,5.553534528186264,5.590101581409646,0.010465416794204674,0.0074820058850754555,0.008636613610856035,0.00741418861400434,0.10230061971564333,0.08649858891956247,0.09293338265045578,0.08610568282061493,0.9440276525424154,0.8574025384594607,0.9378576343947199,0.996568455869633
IMG  (156).jpg,blast,178.9481818181818,9.937863483318027,162.15454545454546,412.96010611162126,0.5803290598647853,0.5480265363210627,0.651882960675698,0.5449051226609564,3.45,1.5034180185695338,3.1418181818181816,5.455769819406183,5.553534528186264,5.590101581409646,5.3600096106132655,5.65124238217902,0.008636613610856035,0.00741418861400434,0.010465416794204674,0.0074820058850754555,0.09293338265045578,0.08610568282061493,0.10230061971564333,0.08649858891956247,0.9378576343947199,0.996568455869633,0.9440276525424154,0.8574025384594607
IMG  (157).jpg,blast,258.46101010101006,530.0519334761759,245.17767676767673,16.124375063769,0.4698100981353892,0.4053572917593661,0.43439612943126005,0.4184917203857109,5.019191919191919,7.487705336190184,5.028989898989898,2.2843587389041935,5.475191386563302,5.665411917710493,5.572714471543312,5.53779522063608,0.01088546066727885,0.008743462301077014,0.009566768697071725,0.008899266612610642,0.10433341107851717,0.09350648266872738,0.09780985991745272,0.09433592429509896,0.9404026569021129,0.8781568139155913,0.9433258988652753,0.9962934691015819
IMG  (158).jpg,blast,245.17767676767673,16.124375063769,258.46101010101006,530.0519334761759,0.43439612943126005,0.4184917203857109,0.4698100981353892,0.4053572917593661,5.028989898989898,2.2843587389041935,5.019191919191919,7.487705336190184,5.572714471543312,5.53779522063608,5.475191386563302,5.665411917710493,0.009566768697071725,0.008899266612610642,0.01088546066727885,0.008743462301077014,0.09780985991745272,0.09433592429509896,0.10433341107851717,0.09350648266872738,0.9433258988652753,0.9962934691015819,0.9404026569021129,0.8781568139155913
IMG  (159).jpg,blast,105.07131313131313,83.26568717477808,232.97838383838382,392.07672686460563,0.3659912685639999,0.34883385497390695,0.38474519743956864,0.3311737105536746,4.352323232323233,4.129476584022038,5.886262626262626,7.709417406387103,5.557895596965211,5.584011038978388,5.57097695385999,5.69556311975319,0.012645505560657074,0.01201182898937921,0.013452892561983473,0.011642802888594135,0.11245223679703785,0.1095984899046479,0.11598660509724161,0.10790182059907115,0.9803132790647713,0.9845215577403469,0.9566896479092759,0.9271166205763346
IMG  (160).jpg,blast,232.97838383838382,392.07672686460563,105.07131313131313,83.26568717477808,0.38474519743956864,0.3311737105536746,0.3659912685639999,0.34883385497390695,5.886262626262626,7.709417406387103,4.352323232323233,4.129476584022038,5.57097695385999,5.69556311975319,5.557895596965211,5.584011038978388,0.013452892561983473,0.011642802888594135,0.012645505560657074,0.01201182898937921,0.11598660509724161,0.10790182059907115,0.11245223679703785,0.1095984899046479,0.9566896479092759,0.9271166205763346,0.9803132790647713,0.9845215577403469
IMG  (161).jpg,blast,78.0331313131313,67.6855422916029,208.61686868686868,376.7218651158045,0.5408626607116174,0.5069734973358024,0.6003588965578008,0.5025442090055684,2.9698989898989896,2.9362309968370575,4.215656565656566,6.047240077543108,5.713045267173558,5.801504775462945,5.616947140024363,5.852724370115116,0.01025754514845424,0.008928097671361346,0.011900862156922763,0.008943192466518781,0.10127953963389763,0.09448861133153215,0.10909107276456109,0.09456845386554007,0.9722911073421029,0.9761638598387194,0.9265785790317732,0.8673336765298836
IMG  (162).jpg,blast,208.61686868686868,376.7218651158045,78.0331313131313,67.6855422916029,0.6003588965578008,0.5025442090055684,0.5408626607116174,0.5069734973358024,4.215656565656566,6.047240077543108,2.9698989898989896,2.9362309968370575,5.616947140024363,5.852724370115116,5.713045267173558,5.801504775462945,0.011900862156922763,0.008943192466518781,0.01025754514845424,0.008928097671361346,0.10909107276456109,0.09456845386554007,0.10127953963389763,0.09448861133153215,0.9265785790317732,0.8673336765298836,0.9722911073421029,0.9761638598387194
IMG  (163).jpg,blast,91.0319191919192,58.11070298949087,205.0058585858586,382.2766044281196,0.5420883727242769,0.5071220787596901,0.6102269820831154,0.4962081185319227,3.0721212121212123,2.674931129476584,4.036363636363636,5.999285787164576,5.913357830005397,5.959729375203248,5.7962639551322885,6.06885336298639,0.006625211713090502,0.005794272453827911,0.008074849505152536,0.005583798958315473,0.08139540351328509,0.07612011858784713,0.08986016639842448,0.0747248215676389,0.9590206575578857,0.9740457780553071,0.9085728276515471,0.8292635213442994
IMG  (164).jpg,blast,205.0058585858586,382.2766044281196,91.0319191919192,58.11070298949087,0.6102269820831154,0.4962081185319227,0.5420883727242769,0.5071220787596901,4.036363636363636,5.999285787164576,3.0721212121212123,2.674931129476584,5.7962639551322885,6.06885336298639,5.913357830005397,5.959729375203248,0.008074849505152536,0.005583798958315473,0.006625211713090502,0.005794272453827911,0.08986016639842448,0.0747248215676389,0.08139540351328509,0.07612011858784713,0.9085728276515471,0.8292635213442994,0.9590206575578857,0.9740457780553071
IMG  (165).jpg,blast,101.27191919191918,41.07233955718804,203.78929292929294,410.9295990205081,0.49095828700398386,0.4629520045287072,0.5500577538555864,0.456269911138871,3.4450505050505056,2.6491174369962245,4.38,6.490868278747067,6.031870066555381,6.0748956358325525,5.9486057622899695,6.17877487005126,0.0054310274461789616,0.004829512044298414,0.006655397408427711,0.004792129003325758,0.07369550492519175,0.06949469076338433,0.08158061907357476,0.06922520497135244,0.9660434593952381,0.9863386680465954,0.9323810544307234,0.8633160765779079
IMG  (166).jpg,blast,203.78929292929294,410.9295990205081,101.27191919191918,41.07233955718804,0.5500577538555864,0.456269911138871,0.49095828700398386,0.4629520045287072,4.38,6.490868278747067,3.4450505050505056,2.6491174369962245,5.9486057622899695,6.17877487005126,6.031870066555381,6.0748956358325525,0.006655397408427711,0.004792129003325758,0.0054310274461789616,0.004829512044298414,0.08158061907357476,0.06922520497135244,0.07369550492519175,0.06949469076338433,0.9323810544307234,0.8633160765779079,0.9660434593952381,0.9863386680465954
IMG  (167).jpg,blast,93.13030303030303,42.60412202836446,203.8287878787878,416.99367411488623,0.5081252470024783,0.4739007550563151,0.5689774036943872,0.4647639053375205,3.284242424242424,2.6388123660850935,4.3055555555555545,6.457198245077034,5.916011476831095,5.973794934596412,5.831105328653643,6.0653116919091765,0.005930956024895419,0.005209442833309292,0.0069107897153351675,0.005091495227010155,0.07701270041295409,0.07217647008069383,0.08313115971364268,0.07135471411904161,0.9661662949154173,0.9846499885399675,0.9266329760181571,0.8497598953954454
IMG  (168).jpg,blast,203.8287878787878,416.99367411488623,93.13030303030303,42.60412202836446,0.5689774036943872,0.4647639053375205,0.5081252470024783,0.4739007550563151,4.3055555555555545,6.457198245077034,3.284242424242424,2.6388123660850935,5.831105328653643,6.0653116919091765,5.916011476831095,5.973794934596412,0.0069107897153351675,0.005091495227010155,0.005930956024895419,0.005209442833309292,0.08313115971364268,0.07135471411904161,0.07701270041295409,0.07217647008069383,0.9266329760181571,0.8497598953954454,0.9661662949154173,0.9846499885399675
IMG  (169).jpg,blast,107.32858585858585,53.241505968778704,221.0590909090909,428.28037955310674,0.5699958109873421,0.5415836804812073,0.6157940062629509,0.5244836034197469,3.2673737373737373,2.5152535455565763,4.301515151515151,6.437302316090193,5.558888652376551,5.591830250377461,5.4619957493366265,5.725383544078299,0.01099798489950005,0.009732801201204243,0.0125668044077135,0.009525747457560225,0.10487127776231225,0.09865496034768978,0.1121017591642232,0.09759993574567673,0.9562416431118248,0.9784693967468513,0.9106281152597878,0.8268080904948109
IMG  (170).jpg,blast,221.0590909090909,428.28037955310674,107.32858585858585,53.241505968778704,0.6157940062629509,0.5244836034197469,0.5699958109873421,0.5415836804812073,4.301515151515151,6.437302316090193,3.2673737373737373,2.5152535455565763,5.4619957493366265,5.725383544078299,5.558888652376551,5.591830250377461,0.0125668044077135,0.009525747457560225,0.01099798489950005,0.009732801201204243,0.1121017591642232,0.09759993574567673,0.10487127776231225,0.09865496034768978,0.9106281152597878,0.8268080904948109,0.9562416431118248,0.9784693967468513
IMG  (171).jpg,blast,43.88575757575758,27.101520253035403,98.04676767676767,199.89796959493933,0.5134783573276418,0.4640786382284453,0.523076242549726,0.4441357636596224,2.7097979797979797,2.491786552392613,3.703131313131313,5.262320171411082,6.036904545484553,6.170912892102709,6.076570004248332,6.288000309190366,0.005952948678706254,0.004983734004891401,0.006664748495051525,0.004980605738722568,0.0771553541804213,0.07059556646767133,0.08163791089347844,0.07057340673881748,0.9835395954206113,0.9899130864234317,0.9635670516493056,0.9255995569752886
